DEPTH,GR,PE,SP,CAL,AC,DEN,CNL,RXO,RT,QT,DEVI,AZIM,BIT,CASE,SH,CARB,POR,PERM,SXO,SW,SOG,LAYER,RESULT,WELL_NAME,cluster_label
1899.8,128.148,2.857,69.97,23.559,237.282,2.495,22.267,42.486,50.354,0.003,0.227,95.575,21.59,,77.843,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1899.9,118.544,2.992,69.886,22.985,234.086,2.523,21.592,45.92,54.025,0.003,0.221,88.965,21.59,,67.201,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1900.0,109.863,3.138,69.793,22.366,230.127,2.541,20.761,49.329,57.611,0.003,0.218,83.991,21.59,,57.206,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1900.1,105.572,3.262,69.69,21.834,226.19,2.547,19.979,53.193,61.691,0.003,0.225,80.821,21.59,,50.165,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1900.2,111.402,3.279,69.577,21.532,223.223,2.536,19.178,59.028,68.066,0.003,0.249,76.735,21.59,,52.369,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1900.3,120.876,3.214,69.478,21.612,222.595,2.51,18.013,66.803,76.719,0.003,0.275,78.533,21.59,,59.77,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1900.4,129.634,3.08,69.395,21.879,223.803,2.467,17.647,67.533,77.433,0.003,0.285,84.924,21.59,,69.314,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1900.5,138.424,2.899,69.324,22.302,226.446,2.406,18.207,61.769,70.809,0.003,0.284,92.364,21.59,,78.944,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1900.6,145.902,2.7,69.258,22.826,229.959,2.343,19.895,52.064,59.723,0.003,0.278,98.332,21.59,,90.493,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1900.7,148.607,2.567,69.193,23.378,233.613,2.285,22.103,42.938,49.287,0.003,0.271,101.306,21.59,,96.172,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1900.8,148.978,2.511,69.147,23.824,236.192,2.238,23.408,37.549,43.085,0.004,0.264,98.137,21.59,,98.295,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1900.9,147.183,2.524,69.117,24.2,237.667,2.21,23.621,33.995,38.957,0.004,0.256,89.226,21.59,,97.816,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1901.0,142.317,2.594,69.085,24.429,238.126,2.215,23.482,32.288,36.916,0.004,0.256,78.587,21.59,,94.333,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1901.1,136.56,2.698,69.03,24.422,237.694,2.235,22.993,32.594,37.134,0.003,0.262,70.676,21.59,,84.971,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1901.2,135.155,2.782,68.924,24.076,236.529,2.265,22.219,35.253,39.972,0.003,0.271,70.419,21.59,,81.34,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1901.3,135.635,2.824,68.771,23.321,234.783,2.298,21.292,39.508,44.417,0.003,0.274,78.381,21.59,,80.771,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1901.4,138.203,2.827,68.607,22.917,232.606,2.33,20.685,42.981,47.796,0.003,0.279,87.003,21.59,,82.227,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1901.5,141.557,2.803,68.435,22.848,230.039,2.363,20.235,45.825,50.47,0.002,0.283,94.609,21.59,,86.297,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1901.6,144.541,2.772,68.258,22.942,227.222,2.398,19.755,49.24,53.907,0.002,0.282,100.232,21.59,,90.8,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1901.7,146.134,2.766,68.074,22.884,224.407,2.437,19.166,55.456,60.657,0.002,0.272,103.56,21.59,,93.539,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1901.8,145.504,2.777,67.907,22.25,222.514,2.474,18.492,64.908,71.299,0.002,0.25,99.688,21.59,,94.186,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1901.9,143.931,2.795,67.783,21.742,221.94,2.507,18.248,67.466,74.815,0.001,0.23,89.83,21.59,,92.915,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1902.0,142.103,2.813,67.712,21.435,222.911,2.511,18.458,63.584,71.402,0.001,0.221,78.457,21.59,,90.397,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1902.1,141.517,2.817,67.699,21.331,225.526,2.494,19.17,55.785,63.626,0.002,0.225,70.198,21.59,,88.084,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1902.2,144.491,2.787,67.742,21.362,229.767,2.445,20.427,48.619,56.374,0.003,0.246,69.874,21.59,,90.438,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1902.3,151.967,2.759,67.803,21.476,234.682,2.378,22.271,43.71,51.424,0.005,0.273,75.086,21.59,,95.396,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1902.4,159.568,2.76,67.838,21.612,239.047,2.333,24.601,39.569,47.146,0.006,0.294,81.271,21.59,,99.9,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1902.5,161.92,2.807,67.831,21.712,242.23,2.326,26.527,36.847,44.34,0.007,0.304,88.382,21.59,,99.9,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1902.6,156.104,2.9,67.777,21.719,243.68,2.337,27.63,36.293,43.939,0.008,0.298,96.003,21.59,,99.9,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1902.7,141.594,3.037,67.689,21.585,242.904,2.36,27.623,38.779,47.033,0.009,0.276,103.326,21.59,,93.101,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1902.8,127.76,3.169,67.636,21.467,240.113,2.389,26.349,44.098,53.283,0.01,0.243,100.0,21.59,,80.355,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1902.9,117.079,3.265,67.645,21.359,236.666,2.417,23.829,49.503,59.342,0.011,0.224,90.087,21.59,,65.596,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1903.0,107.651,3.305,67.713,21.278,233.165,2.431,21.324,54.424,64.497,0.013,0.217,77.815,21.59,,55.841,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1903.1,99.851,3.272,67.831,21.23,230.134,2.437,19.21,59.382,69.409,0.012,0.224,68.811,21.59,,47.57,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1903.2,96.365,3.152,67.986,21.216,228.033,2.438,17.733,65.962,76.081,0.011,0.25,70.136,21.59,,43.355,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
1903.3,97.184,3.025,68.179,21.236,226.958,2.438,17.011,73.933,84.653,0.01,0.292,82.434,21.59,,42.253,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
1903.4,102.212,2.919,68.425,21.238,226.316,2.443,17.429,77.883,89.521,0.009,0.314,94.701,21.59,,44.11,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1903.5,109.449,2.856,68.737,21.224,225.902,2.46,18.502,78.78,91.734,0.008,0.311,105.284,21.59,,49.552,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1903.6,115.053,2.846,69.119,21.194,225.589,2.48,19.94,78.004,92.791,0.007,0.283,112.568,21.59,,57.063,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1903.7,113.339,2.875,69.571,21.154,225.324,2.497,21.331,77.314,94.608,0.006,0.236,114.911,21.59,,57.689,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1903.8,99.309,2.874,70.036,21.096,225.353,2.505,22.143,73.087,92.442,0.005,0.203,106.938,21.59,,50.701,0.0,0.1,0.01,99.9,99.9,0.01,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,0.0
1903.9,82.607,2.827,70.464,21.04,225.834,2.501,21.18,67.013,87.236,0.004,0.191,95.358,21.59,,38.344,0.0,2.996,0.557,99.9,99.9,0.028,J2z,未解释,0473ffd021f94d17a9091d6a3b5ac567,1.0
1904.0,67.176,2.73,70.842,20.994,226.85,2.476,19.559,62.019,82.7,0.004,0.202,84.568,21.59,,25.85,0.0,14.58,2.744,99.9,99.9,0.1,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,1.0
1904.1,55.44,2.591,71.164,20.957,228.425,2.445,17.849,60.142,81.6,0.004,0.232,77.99,21.59,,18.155,0.0,14.914,4.607,99.9,99.9,0.1,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1904.2,48.4,2.44,71.434,20.913,230.522,2.414,16.474,62.555,85.791,0.004,0.271,78.136,21.59,,13.567,0.0,15.373,7.036,99.9,99.9,0.1,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1904.3,45.507,2.313,71.679,20.882,232.688,2.388,15.719,65.144,89.755,0.005,0.29,85.936,21.59,,11.108,0.0,15.881,9.626,99.164,99.164,0.836,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1904.4,43.516,2.218,71.925,20.859,234.486,2.372,15.79,65.132,89.809,0.005,0.29,94.741,21.59,,9.89,0.0,16.368,12.129,97.688,97.688,2.312,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1904.5,42.224,2.155,72.181,20.852,235.733,2.37,16.138,64.253,88.481,0.006,0.269,101.235,21.59,,9.117,0.0,16.767,14.446,96.205,96.205,3.795,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1904.6,41.516,2.12,72.459,20.862,236.334,2.371,16.585,63.852,87.772,0.006,0.233,102.376,21.59,,8.713,0.0,16.963,15.84,95.948,95.948,4.052,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1904.7,41.382,2.107,72.772,20.88,236.277,2.37,16.952,64.893,89.147,0.007,0.191,95.349,21.59,,8.567,0.0,17.002,16.221,95.375,95.375,4.625,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1904.8,41.185,2.098,73.137,20.884,236.031,2.365,17.06,64.098,88.338,0.007,0.176,76.366,21.59,,8.493,0.0,16.966,16.191,95.408,95.408,4.592,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1904.9,41.325,2.093,73.536,20.873,236.086,2.353,16.686,60.612,84.121,0.008,0.187,60.696,21.59,,8.455,0.0,16.931,16.107,96.691,96.691,3.309,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1905.0,42.422,2.089,73.943,20.863,236.616,2.334,16.247,57.277,80.334,0.008,0.217,55.492,21.59,,8.568,0.0,16.968,16.078,99.593,99.593,0.407,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1905.1,44.539,2.085,74.315,20.858,237.693,2.318,15.908,56.039,79.674,0.008,0.257,62.473,21.59,,9.445,0.0,17.183,15.603,99.833,99.833,0.167,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1905.2,47.192,2.076,74.592,20.856,239.29,2.307,15.784,57.972,83.716,0.007,0.293,78.049,21.59,,10.594,0.0,17.523,15.32,96.607,96.607,3.393,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1905.3,46.298,2.064,74.698,20.852,240.881,2.306,15.936,61.233,90.136,0.007,0.303,91.598,21.59,,11.002,0.0,17.903,16.279,91.85,91.85,8.15,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1905.4,45.348,2.052,74.711,20.85,242.006,2.315,16.322,62.497,93.605,0.006,0.293,101.236,21.59,,10.572,0.0,18.246,18.334,87.461,87.461,12.539,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1905.5,45.282,2.042,74.675,20.854,242.469,2.334,16.695,62.6,95.167,0.005,0.266,106.261,21.59,,10.122,0.0,18.476,20.148,85.298,85.298,14.702,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1905.6,46.21,2.037,74.625,20.87,242.158,2.353,16.988,62.544,96.235,0.005,0.227,105.692,21.59,,10.509,0.0,18.466,19.419,85.051,85.051,14.949,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1905.7,47.429,2.044,74.585,20.895,241.042,2.367,17.154,63.476,98.573,0.004,0.187,98.213,21.59,,11.038,0.0,18.264,17.712,85.072,85.072,14.928,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1905.8,46.589,2.062,74.53,20.906,239.6,2.374,17.163,63.649,99.488,0.004,0.183,81.686,21.59,,11.127,0.0,17.959,16.287,85.687,85.687,14.313,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1905.9,45.971,2.085,74.461,20.912,238.454,2.373,17.009,63.382,99.459,0.003,0.205,67.258,21.59,,10.765,0.0,17.639,15.519,86.85,86.85,13.15,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1906.0,46.555,2.108,74.393,20.916,237.907,2.362,16.735,64.786,101.701,0.003,0.237,60.211,21.59,,10.509,0.0,17.39,14.904,88.145,88.145,11.855,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1906.1,47.906,2.122,74.334,20.916,238.208,2.348,16.277,68.49,107.081,0.003,0.263,63.024,21.59,,11.318,0.0,17.378,13.875,86.141,86.141,13.859,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1906.2,48.182,2.106,74.286,20.905,239.558,2.336,15.692,73.657,114.132,0.003,0.272,75.474,21.59,,11.62,0.0,17.616,14.362,82.575,82.575,17.425,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1906.3,48.411,2.075,74.229,20.876,241.727,2.327,15.161,73.013,111.297,0.003,0.277,89.874,21.59,,11.741,0.0,18.036,15.793,79.987,79.987,20.013,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1906.4,48.853,2.036,74.165,20.857,243.98,2.322,15.117,68.229,102.355,0.003,0.273,100.236,21.59,,11.885,0.0,18.56,17.689,79.704,79.704,20.296,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1906.5,49.27,2.001,74.108,20.851,245.925,2.325,15.486,64.299,95.048,0.003,0.255,104.632,21.59,,12.133,0.0,19.103,19.665,81.84,81.84,18.16,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1906.6,49.417,1.98,74.069,20.86,247.187,2.331,16.172,63.812,93.326,0.003,0.227,101.963,21.59,,12.29,0.0,19.488,21.215,81.932,81.932,18.068,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1906.7,49.036,1.995,74.06,20.881,247.395,2.339,17.013,66.985,97.413,0.003,0.196,91.884,21.59,,12.19,0.0,19.621,22.027,80.503,80.503,19.497,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1906.8,46.541,2.021,74.093,20.89,246.447,2.345,17.786,68.217,99.664,0.003,0.2,75.989,21.59,,11.503,0.0,19.533,22.869,79.504,79.504,20.496,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1906.9,45.49,2.047,74.161,20.906,245.031,2.348,17.863,67.225,99.31,0.003,0.22,65.858,21.59,,10.545,0.0,19.27,23.349,79.946,79.946,20.054,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1907.0,45.873,2.063,74.256,20.927,243.512,2.344,17.407,66.395,99.783,0.003,0.245,64.992,21.59,,10.279,0.0,18.896,21.924,81.897,81.897,18.103,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1907.1,47.116,2.059,74.367,20.944,242.248,2.338,16.597,66.792,102.728,0.003,0.266,73.429,21.59,,10.905,0.0,18.545,19.159,82.425,82.425,17.575,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1907.2,48.094,2.031,74.48,20.948,241.593,2.331,15.634,68.167,108.019,0.003,0.279,87.833,21.59,,11.41,0.0,18.341,17.459,81.48,81.48,18.52,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1907.3,46.959,2.003,74.577,20.912,241.692,2.326,14.747,66.771,109.551,0.003,0.273,101.974,21.59,,11.373,0.0,18.274,17.228,80.431,80.431,19.569,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1907.4,46.284,1.984,74.669,20.875,242.04,2.326,14.377,65.658,111.473,0.004,0.254,112.774,21.59,,10.907,0.0,18.318,18.103,79.648,79.648,20.352,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1907.5,46.308,1.981,74.759,20.853,242.345,2.334,14.421,67.198,118.083,0.004,0.228,119.45,21.59,,10.661,0.0,18.42,18.946,78.507,78.507,21.493,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1907.6,46.726,1.995,74.854,20.853,242.332,2.346,14.826,71.154,129.128,0.004,0.201,120.644,21.59,,10.929,0.0,18.463,18.704,74.764,74.764,25.236,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1907.7,46.694,2.023,74.962,20.879,241.74,2.358,15.488,74.712,139.827,0.004,0.182,114.367,21.59,,10.985,0.0,18.368,18.198,72.019,72.019,27.981,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1907.8,46.931,2.047,75.097,20.931,240.591,2.368,16.261,72.41,138.583,0.004,0.19,97.301,21.59,,11.033,0.0,18.161,17.252,71.473,71.473,28.527,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1907.9,47.647,2.065,75.242,20.951,239.377,2.372,16.66,70.218,136.061,0.004,0.211,82.972,21.59,,11.221,0.0,17.881,15.867,72.944,72.944,27.056,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1908.0,48.182,2.073,75.375,20.941,238.362,2.365,16.643,70.185,136.767,0.004,0.24,77.837,21.59,,11.638,0.0,17.587,14.228,74.866,74.866,25.134,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1908.1,48.859,2.072,75.469,20.914,237.762,2.353,16.315,72.219,140.931,0.004,0.267,83.236,21.59,,11.733,0.0,17.397,13.462,74.427,74.427,25.573,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1908.2,50.971,2.066,75.499,20.896,237.759,2.342,15.823,74.116,144.543,0.004,0.282,95.51,21.59,,12.53,0.0,17.349,12.504,73.614,73.614,26.386,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1908.3,51.444,2.062,75.473,20.886,238.18,2.332,15.358,72.475,141.477,0.004,0.273,107.026,21.59,,13.162,0.0,17.399,12.041,73.347,73.347,26.653,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1908.4,51.314,2.061,75.439,20.883,238.554,2.329,15.236,72.324,141.642,0.004,0.251,114.253,21.59,,13.297,0.0,17.495,12.216,73.486,73.486,26.514,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1908.5,49.942,2.062,75.41,20.888,238.679,2.339,15.332,74.032,145.77,0.004,0.224,115.977,21.59,,13.133,0.0,17.58,12.631,72.836,72.836,27.164,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1908.6,48.489,2.066,75.391,20.899,238.445,2.354,15.593,76.078,150.801,0.003,0.2,111.225,21.59,,11.957,0.0,17.555,13.776,71.206,71.206,28.794,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1908.7,49.907,2.075,75.381,20.912,237.83,2.37,15.958,75.066,149.91,0.003,0.186,99.21,21.59,,12.178,0.0,17.439,13.147,71.371,71.371,28.629,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1908.8,50.521,2.086,75.38,20.923,237.321,2.384,16.357,70.61,141.818,0.003,0.195,83.713,21.59,,12.672,0.0,17.305,12.209,73.02,73.02,26.98,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1908.9,51.581,2.099,75.393,20.928,237.365,2.391,16.691,68.847,138.932,0.003,0.216,76.367,21.59,,13.049,0.0,17.227,11.629,74.943,74.943,25.057,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1909.0,51.974,2.111,75.422,20.916,238.133,2.385,16.92,71.47,144.848,0.003,0.24,77.088,21.59,,13.648,0.0,17.281,11.276,75.037,75.037,24.963,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1909.1,50.888,2.119,75.464,20.892,239.659,2.372,17.009,77.13,156.948,0.003,0.26,83.987,21.59,,13.44,0.0,17.593,12.398,70.633,70.633,29.367,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1909.2,47.799,2.107,75.514,20.872,241.843,2.357,16.929,81.475,166.473,0.003,0.272,93.435,21.59,,12.256,0.0,18.062,15.408,66.687,66.687,33.313,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1909.3,45.071,2.081,75.555,20.853,243.841,2.343,16.661,77.746,159.414,0.003,0.264,101.202,21.59,,10.862,0.0,18.56,19.46,64.736,64.736,35.264,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1909.4,44.462,2.049,75.566,20.844,245.049,2.334,16.297,73.738,151.692,0.003,0.242,105.438,21.59,,9.912,0.0,18.974,23.09,64.904,64.904,35.096,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1909.5,45.267,2.022,75.533,20.837,245.279,2.337,16.093,71.516,147.752,0.002,0.215,105.09,21.59,,9.957,0.0,19.199,24.212,65.899,65.899,34.101,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1909.6,45.457,2.01,75.454,20.828,244.542,2.346,16.141,70.991,147.576,0.002,0.191,99.452,21.59,,10.661,0.0,19.084,22.171,66.255,66.255,33.745,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1909.7,41.698,2.033,75.334,20.816,243.034,2.357,16.47,69.955,146.749,0.002,0.18,88.131,21.59,,9.542,0.0,18.786,22.974,67.373,67.373,32.627,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1909.8,39.389,2.068,75.22,20.823,241.87,2.368,17.053,66.743,141.731,0.002,0.205,75.121,21.59,,8.169,0.0,18.467,24.356,69.149,69.149,30.851,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1909.9,38.816,2.104,75.127,20.832,241.728,2.373,17.58,65.688,141.371,0.002,0.243,70.627,21.59,,7.405,0.0,18.271,25.186,70.669,70.669,29.331,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1910.0,39.928,2.131,75.049,20.837,242.797,2.366,17.871,66.638,145.404,0.002,0.281,74.847,21.59,,7.408,0.0,18.318,25.464,70.202,70.202,29.798,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1910.1,42.204,2.142,74.99,20.834,245.065,2.352,17.959,68.082,150.42,0.002,0.309,85.263,21.59,,8.385,0.0,18.781,25.618,67.032,67.032,32.968,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1910.2,44.663,2.125,74.958,20.82,248.321,2.334,17.911,67.168,149.902,0.002,0.319,96.702,21.59,,9.468,0.0,19.478,27.04,64.529,64.529,35.471,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1910.3,48.021,2.1,74.983,20.794,251.455,2.316,17.829,64.765,145.063,0.002,0.31,103.215,21.59,,10.822,0.0,20.24,28.33,62.847,62.847,37.153,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1910.4,50.522,2.073,75.044,20.776,253.766,2.301,17.806,65.086,145.633,0.002,0.298,106.324,21.59,,12.284,0.0,20.922,29.009,61.586,61.586,38.414,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1910.5,51.546,2.049,75.127,20.773,255.048,2.298,17.767,68.14,151.41,0.002,0.284,103.974,21.59,,13.37,0.0,21.407,29.519,59.798,59.798,40.202,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1910.6,51.006,2.033,75.222,20.788,255.237,2.302,17.65,71.962,157.891,0.002,0.268,94.411,21.59,,13.29,0.0,21.534,30.483,57.711,57.711,42.289,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1910.7,49.331,2.031,75.322,20.821,254.397,2.311,17.436,72.629,156.309,0.002,0.253,76.154,21.59,,12.652,0.0,21.416,31.239,57.78,57.78,42.22,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1910.8,48.184,2.035,75.421,20.868,253.018,2.321,17.147,68.423,143.664,0.002,0.246,60.217,21.59,,11.964,0.0,21.151,31.211,59.899,59.899,40.101,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1910.9,46.397,2.045,75.509,20.91,251.482,2.329,17.075,66.171,135.175,0.002,0.258,59.453,21.59,,11.313,0.0,20.81,30.658,63.178,63.178,36.822,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1911.0,44.805,2.057,75.582,20.933,249.768,2.33,17.171,66.035,130.842,0.002,0.277,69.647,21.59,,10.369,0.0,20.432,30.674,65.942,65.942,34.058,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1911.1,43.739,2.071,75.641,20.928,247.753,2.326,17.308,67.036,128.627,0.002,0.294,85.19,21.59,,9.82,0.0,19.992,29.31,67.696,67.696,32.304,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
1911.2,43.033,2.084,75.691,20.886,245.222,2.319,17.372,67.08,124.52,0.002,0.299,99.13,21.59,,9.442,0.0,19.43,26.819,70.487,70.487,29.513,J2z,水层,0473ffd021f94d17a9091d6a3b5ac567,4.0
